,Unit_ID,Registration_Number,Crime_No,Vehicle_Owner_ID,UserID,DEDT,Time,Date
19035,272,KA52L4258,2018000204,2018000188,135900001,12/24/2018 18:00,18:00,12/24/2018 
19038,272,KA52Q4651,2017000271,2018000002,24900170,1/12/2018 17:44,17:44,1/12/2018 
19040,272,KA57F872,2016000399,2017003437,82300043,12/25/2017 15:48,15:48,12/25/2017 
19051,273,KA-04-HS-7055,2014000027,2014000021,142900021,3/27/2014 17:17,17:17,3/27/2014 
19261,176,KA26R7976,2018000010,2018007069,156800053,6/2/2018 19:32,19:32,6/2/2018 
19264,176,KA26S4525,2014000003,2014000014,17900057,1/22/2014 17:39,17:39,1/22/2014 
19280,306,KA22R7618,2016000043,2017000053,30600112,2/20/2017 10:06,10:06,2/20/2017 
19281,306,KA22W7293,2017000221,2018000116,30600113,3/1/2018 12:19,12:19,3/1/2018 
19285,306,KA23EC9085,2017000119,2017006690,126000025,8/24/2017 19:56,19:56,8/24/2017 
19339,272,KA52H5341,2017000170,2017003308,401670,6/22/2017 11:44,11:44,6/22/2017 
19407,179,KA22B0489,2017000222,2017001600,17900028,6/26/2017 12:10,12:10,6/26/2017 
19616,150,KA-27TA-3666,2014000201,2015000090,15000009,2/3/2015 12:12,12:12,2/3/2015 
19658,155,KA26Y0680,2018000206,2019000037,15500015,2/28/2019 11:36,11:36,2/28/2019 
19784,215,KA07A9259,2018000110,2018001122,21100012,12/10/2018 12:45,12:45,12/10/2018 
19797,215,KA08R2530,2017000102,2017001591,139200001,12/2/2017 11:49,11:49,12/2/2017 
19885,223,KA08Q9865,2016000003,2016000308,111200061,10/16/2016 14:32,14:32,10/16/2016 
19931,120,KA17EB2115,2017000241,2018000006,10600041,2/21/2018 13:09,13:09,2/21/2018 
19995,176,KA26A3072,2014000033,2014000523,155800001,5/25/2014 20:06,20:06,5/25/2014 
20044,179,KA26W5943,2018000180,2018004886,156600017,7/30/2018 21:09,21:09,7/30/2018 
20153,227,KA-04-JK-3202,2018000400,2019000486,22700101,1/12/2019 12:34,12:34,1/12/2019 
20181,228,TN59BJ4110,2018000295,2019000176,1400105,1/4/2019 17:39,17:39,1/4/2019 
20192,232,KA04MK0078,2018000156,2019000031,46500013,4/15/2019 12:30,12:30,4/15/2019 
20467,277,KA-42-J-7964,2017000198,2018000071,27500012,2/15/2018 13:19,13:19,2/15/2018 
20473,112,KA17EN7887,2017000206,2017000565,11200031,11/17/2017 5:05, 5:05,11/17/2017
20580,151,KA15Q5011,2018000173,2019000027,13300156,3/29/2019 11:52,11:52,3/29/2019 
20682,156,MH04EL4555,2016000074,2016000017,13300111,4/6/2016 11:57,11:57,4/6/2016 
20814,180,ka16b8244,2016000164,2016000601,156800021,11/27/2016 12:57,12:57,11/27/2016 
20843,159,KA47L6713,2019000030,2019000065,15900040,9/10/2019 12:55,12:55,9/10/2019 
20867,176,KA26V2070,2019000008,2019002086,156400037,2/26/2019 20:57,20:57,2/26/2019 
20916,214,TN10BE3931,2019000001,2019000010,22300019,2/23/2019 19:40,19:40,2/23/2019 
20920,215,KA07W4695,2018000080,2018000591,21800036,6/28/2018 17:51,17:51,6/28/2018 
21264,263,KA05MB3946,2015000025,2017002016,175400017,5/13/2017 13:07,13:07,5/13/2017 
21307,137,KA-27-X-2866,2014000028,2014000033,14000042,3/8/2014 19:54,19:54,3/8/2014 
21333,137,KA27EC2464,2017000302,2018000147,13300084,7/24/2018 15:20,15:20,7/24/2018 
21356,58,KA55S6197,2018000006,2018000022,5900030,1/12/2018 10:17,10:17,1/12/2018 
21518,112,KA17EX1459,2018000079,2018000089,152200044,8/8/2018 20:07,20:07,8/8/2018 
21569,272,KA57F0766,2016000451,2017001997,26400013,5/30/2017 20:59,20:59,5/30/2017 
21576,273,KA-03-AB-5625,2014000113,2017000605,3200164,6/8/2017 12:08,12:08,6/8/2017 
21683,154,KA17A5144,2016000130,2018000016,15100024,3/26/2018 11:57,11:57,3/26/2018 
21784,154,AP22V0378,2014000033,2014000040,13800004,8/15/2014 17:36,17:36,8/15/2014 
21817,149,KA06N4207,2019000010,2019000049,13300167,5/2/2019 18:49,18:49,5/2/2019 
21823,149,KA17ER1221,2018000002,2018000036,15100034,2/24/2018 12:00,12:00,2/24/2018 
21836,305,KA22EF7058,2015000038,2015000090,145800013,7/23/2015 19:20,19:20,7/23/2015 
21844,154,KA27W4042,2017000052,2018000034,15000049,6/3/2018 17:44,17:44,6/3/2018 
21895,155,KA25C4292,2018000179,2019000006,15900030,1/22/2019 11:52,11:52,1/22/2019 
21901,284,KA42K3346,2017000255,2017004224,28400005,11/21/2017 13:49,13:49,11/21/2017 
21918,284,KA42Y2245,2018000200,2019000060,133700035,3/20/2019 10:30,10:30,3/20/2019 
21947,306,KA22P6169,2016000038,2016000187,30100005,4/17/2016 13:45,13:45,4/17/2016 
21948,306,KA22W9116,2015000030,2017001846,28900087,4/25/2017 18:41,18:41,4/25/2017 
21951,306,KA23EE0511,2017000103,2017007224,30100014,12/10/2017 20:40,20:40,12/10/2017 
21955,262,KA04A1352,2016000064,2017000729,48600217,5/25/2017 18:26,18:26,5/25/2017 
21994,154,KA27B5130,2017000071,2017000449,14900041,10/3/2017 17:28,17:28,10/3/2017 
21995,154,KA27B5136,2016000144,2016000083,14300002,11/11/2016 19:23,19:23,11/11/2016 
22078,262,KA04EF6125,2016000206,2017000831,501611,5/30/2017 15:52,15:52,5/30/2017 
22108,285,KA01AA7842,2017000092,2017000337,28900464,11/18/2017 11:02,11:02,11/18/2017 
22156,311,ka42g310,2015000444,2017002530,32300033,5/9/2017 10:35,10:35,5/9/2017 
22179,277,KA02-EA-3438,2018000214,2019000011,134700028,1/8/2019 10:42,10:42,1/8/2019 
22234,314,KA22EX1063,2017000221,2018000356,179200017,5/6/2018 12:48,12:48,5/6/2018 
22271,227,KA08W0626,2018000411,2018006368,21900041,12/18/2018 12:06,12:06,12/18/2018 
22288,154,KA27B7142,2017000036,2017000065,14700002,3/27/2017 13:32,13:32,3/27/2017 
22307,284,KA42S6412,2018000153,2018000154,134200007,12/2/2018 11:29,11:29,12/2/2018 
22336,227,KA07TA0401,2018000016,2018000721,21800006,3/10/2018 12:41,12:41,3/10/2018 
22418,277,KA-02P-2939,2014000815,2017003460,139300090,8/14/2017 17:16,17:16,8/14/2017 
22454,227,KA076929,2018000335,2018005605,21400027,9/21/2018 15:21,15:21,9/21/2018 
22478,276,KA-02-HR-0028,2019000006,2019000212,27600047,6/6/2019 13:53,13:53,6/6/2019 
22617,115,KA35B4069,2014000239,2014000136,11000036,10/29/2014 14:27,14:27,10/29/2014 
22876,146,KA27EH8754,2018000298,2018000364,14700026,12/10/2018 11:55,11:55,12/10/2018 
22902,284,KA42S9036,2017000120,2017004190,28000066,8/6/2017 13:15,13:15,8/6/2017 
22917,285,KA-04-HE-7526,2018000104,2019000024,176600077,9/6/2019 17:14,17:14,9/6/2019 
22977,284,KA42R6770,2018000186,2019000016,28100008,1/10/2019 11:11,11:11,1/10/2019 
22998,285,KA05KL0975,2019000004,2019000004,25800051,2/8/2019 15:03,15:03,2/8/2019 
23013,263,KA50T49,2017000221,2017002797,83500003,8/23/2017 17:08,17:08,8/23/2017 
23018,264,HR55G3845,2018000107,2018000098,181600023,6/2/2018 13:35,13:35,6/2/2018 
23132,284,KA42V7098,2017000268,2018000014,134000001,1/26/2018 11:54,11:54,1/26/2018 
23154,147,KA27EH8189,2017000236,2017000731,14500010,9/8/2017 11:14,11:14,9/8/2017 
23217,227,KA08A9244,2017000201,2017007127,22700040,10/4/2017 12:36,12:36,10/4/2017 
23430,272,KA523687,2014000023,2014000014,189800035,2/11/2014 15:31,15:31,2/11/2014 
23491,273,KA-45-5420,2018000116,2019000242,147000041,1/11/2019 14:24,14:24,1/11/2019 
23508,273,KA02JG3291,2018000119,2019000272,27300006,1/15/2019 16:36,16:36,1/15/2019 
23512,273,KA06ES1468,2018000052,2018000074,27300014,4/25/2018 12:07,12:07,4/25/2018 
23574,156,KA48M6090,2018000005,2018000091,45,5/14/2018 12:54,12:54,5/14/2018 
23655,264,KA40A2278,2017000248,2018000029,28600025,2/12/2018 13:03,13:03,2/12/2018 
23702,306,KA22Y7231,2018000072,2018000569,190200004,6/25/2018 20:15,20:15,6/25/2018 
23703,306,KA22Y7948,2017000047,2017002966,28900387,4/27/2017 11:23,11:23,4/27/2017 
23788,311,KA492142,2016000360,2017002303,31100007,5/6/2017 16:08,16:08,5/6/2017 
23794,311,KA49J0996,2018000067,2018000237,125500034,4/10/2018 11:27,11:27,4/10/2018 
23819,179,AP22AJ4567,2018000183,2018001242,156700018,6/3/2018 21:19,21:19,6/3/2018 
23827,306,KA22W5891,2016000229,2017006541,30500034,6/14/2017 21:25,21:25,6/14/2017 
23857,306,KA22P7556,2019000020,2019000070,30300074,1/23/2019 13:10,13:10,1/23/2019 
23858,306,KA22Q9998,2017000139,2017007190,31500035,12/4/2017 20:56,20:56,12/4/2017 
23876,306,KA23W6648,2018000148,2019000371,14400001,6/1/2019 18:09,18:09,6/1/2019 
23905,311,KS22ET9059,2018000247,2019000023,148200007,1/7/2019 13:19,13:19,1/7/2019 
23948,273,KA-02-JL-7781,2018000160,2019000710,26700015,4/6/2019 12:07,12:07,4/6/2019 
23964,273,KA-04-EX-1248,2015000032,2015000026,177500021,5/29/2015 11:56,11:56,5/29/2015 
24010,311,MH06AQ4617,2017000211,2017003714,31000031,12/20/2017 13:15,13:15,12/20/2017 
24013,264,AP03TA2591,2018000086,2018000058,26900003,3/30/2018 13:14,13:14,3/30/2018 
24031,267,AP24Y5130,2018000091,2018000046,141400036,5/9/2018 17:54,17:54,5/9/2018 
24032,267,KA-43-7378,2017000219,2017001380,44700140,11/18/2017 17:05,17:05,11/18/2017 
24033,267,KA02ER5688,2018000208,2018000242,27700003,12/17/2018 16:07,16:07,12/17/2018 
24071,176,MH05CH4130,2015000040,2016000002,156700002,1/3/2016 13:13,13:13,1/3/2016 
24231,311,KA49V1348,2019000015,2019000114,28900502,2/21/2019 13:26,13:26,2/21/2019 
24273,273,KA02MJ6774,2018000095,2018000105,27100028,7/5/2018 11:59,11:59,7/5/2018 
24279,264,KA05ML0720,2017000230,2017001528,28600022,11/23/2017 16:25,16:25,11/23/2017 
24302,267,KA-43-L-2583,2014000006,2014000242,22700032,3/13/2014 12:15,12:15,3/13/2014 
24304,267,KA01B6669,2018000161,2018000124,181400022,7/24/2018 14:04,14:04,7/24/2018 
24306,267,KA01W6256,2019000003,2019000028,26700019,2/11/2019 11:45,11:45,2/11/2019 
24324,305,KA22EE7120,2014000103,2017000739,147000024,4/20/2017 20:04,20:04,4/20/2017 
24326,305,KA22EF3690,2014000046,2017003963,29700043,5/3/2017 11:40,11:40,5/3/2017 
24347,306,KA22P7389,2018000130,2018000887,30100036,10/19/2018 10:28,10:28,10/19/2018 
24379,262,KA50S7660,2018000026,2018000006,181600001,3/17/2018 14:11,14:11,3/17/2018 
24569,284,KA42W5555,2017000115,2017004181,177600041,7/31/2017 17:49,17:49,7/31/2017 
24575,286,KA-06-B-5033,2018000047,2018000024,189500042,4/14/2018 13:05,13:05,4/14/2018 
24577,286,KA01EM6068,2018000156,2019000048,28500025,6/5/2019 11:33,11:33,6/5/2019 
24592,267,AP04TW7712,2018000231,2018000222,81800059,11/19/2018 12:46,12:46,11/19/2018 
24596,267,KA40M2574,2017000259,2018000104,134200031,7/18/2018 16:44,16:44,7/18/2018 
24640,305,KA22EF7416,2018000036,2018000274,30600129,5/27/2018 18:52,18:52,5/27/2018 
24665,306,KA22P9580,2017000215,2018000424,29200062,5/5/2018 11:09,11:09,5/5/2018 
24753,305,KA22EG0011,2017000015,2017000033,30500004,2/4/2017 10:46,10:46,2/4/2017 
24756,305,KA22EH5040,2018000080,2018000551,28900344,10/24/2018 12:46,12:46,10/24/2018 
24757,305,KA22EJ0828,2018000023,2018000320,30300004,6/16/2018 20:58,20:58,6/16/2018 
24758,305,KA22EJ9704,2016000007,2016000080,30100032,2/28/2016 18:42,18:42,2/28/2016 
24760,305,KA22EK4468,2014000052,2014000134,151300024,11/22/2014 19:27,19:27,11/22/2014 
24763,305,KA22EK8101,2015000042,2015000131,29600023,9/9/2015 12:02,12:02,9/9/2015 
24827,284,KA42L2381,2017000267,2018000024,132900001,2/7/2018 18:40,18:40,2/7/2018 
24900,141,KA-15Q-4148,2014000140,2014000060,13600067,11/20/2014 11:18,11:18,11/20/2014 
24905,141,KA27M8729,2017000113,2017000268,15000044,10/28/2017 18:50,18:50,10/28/2017 
24952,145,KA41MB3171,2018000033,2018000173,14000039,7/21/2018 21:44,21:44,7/21/2018 
24988,305,KA22EF2563,2019000005,2019000030,68300163,1/29/2019 11:46,11:46,1/29/2019 
24997,305,KA22EL4359,2018000104,2019000074,30600110,2/26/2019 20:16,20:16,2/26/2019 
25000,305,KA22EM1291,2015000116,2015000106,30200021,7/26/2015 17:37,17:37,7/26/2015 
25008,267,KA-05AF7714,2018000127,2018000084,181400018,7/16/2018 20:17,20:17,7/16/2018 
25083,280,KA05MG9806,2015000113,2018000002,177300068,5/18/2018 9:47, 9:47,5/18/2018
25130,306,KA23F934,2017000218,2018000404,7300058,4/30/2018 19:52,19:52,4/30/2018 
25145,149,KA27R1562,2018000046,2018000094,30600013,4/17/2018 11:01,11:01,4/17/2018 
25161,150,KA-27S-6335,2014000229,2015000100,15100004,2/4/2015 13:40,13:40,2/4/2015 
25342,314,KA22EW4461,2017000526,2017002946,31400029,10/28/2017 12:06,12:06,10/28/2017 
25344,314,KA22P2531,2016000016,2016000272,32700283,2/11/2016 13:09,13:09,2/11/2016 
25347,314,KA22P4651,2018000432,2019000129,30600082,3/30/2019 20:28,20:28,3/30/2019 
25352,314,KA23F849,2018000032,2018000266,29200038,3/28/2018 18:50,18:50,3/28/2018 
25355,314,KA23Q4008,2018000313,2018000864,36500016,12/6/2018 10:30,10:30,12/6/2018 
25357,314,KA24M2889,2018000466,2019000027,30500057,1/22/2019 11:24,11:24,1/22/2019 
25363,314,KA303622,2014000200,2014000128,146500012,8/17/2014 11:38,11:38,8/17/2014 
25384,314,MH04X9837,2015000042,2015001245,32700382,7/22/2015 19:13,19:13,7/22/2015 
25391,314,MH10BV3227,2017000543,2018000757,124600063,9/27/2018 11:01,11:01,9/27/2018 
25452,286,KA-42-R-9697,2018000173,2019000018,134600018,1/22/2019 14:25,14:25,1/22/2019 
25479,306,KA22TB0174,2017000229,2018000018,145300053,1/7/2018 20:28,20:28,1/7/2018 
25735,305,KA22EV2360,2018000063,2018000431,30500012,9/19/2018 19:15,19:15,9/19/2018 
25756,276,KA04MK1471,2019000005,2019000224,134500022,6/14/2019 13:40,13:40,6/14/2019 
25784,314,KA22M8597,2015000125,2015001606,147200001,10/12/2015 13:01,13:01,10/12/2015 
25806,314,KA24M2049,2014000002,2014000075,30100008,7/26/2014 14:08,14:08,7/26/2014 
25810,314,KA25M0666,2015000159,2015001041,123800038,6/22/2015 19:10,19:10,6/22/2015 
25814,314,KA25Z5710,2014000134,2014000239,148700004,11/2/2014 11:46,11:46,11/2/2014 
25871,314,KA22F1887,2015000358,2017002070,31900033,5/29/2017 18:53,18:53,5/29/2017 
25874,314,KA22G5467,2018000431,2019000147,145300030,4/7/2019 10:22,10:22,4/7/2019 
25906,276,KA19F3001,2018000279,2019000318,134200034,7/21/2019 21:04,21:04,7/21/2019 
25929,273,KA01MC5543,2018000075,2018000111,27100009,7/5/2018 13:13,13:13,7/5/2018 
25936,275,KA02EP2091,2017000244,2018000147,133900002,6/29/2018 10:09,10:09,6/29/2018 
25938,275,KA02ET9087,2018000218,2018000267,27500058,9/15/2018 16:22,16:22,9/15/2018 
25963,267,KA04HX3991,2019000011,2019000040,28000053,2/20/2019 17:12,17:12,2/20/2019 
25974,337,KA-05MH-9467,2014000029,2014000539,48600083,5/5/2014 10:52,10:52,5/5/2014 
25978,337,KA-064678,2015000087,2015001089,152600022,6/16/2015 18:39,18:39,6/16/2015 
25979,337,KA-32F-2004,2014000143,2014002514,124200017,11/2/2014 12:09,12:09,11/2/2014 
26003,314,KA29U1443,2017000571,2018000032,147800075,1/14/2018 13:16,13:16,1/14/2018 
26020,305,KA22EG1812,2014000106,2014000107,147200002,8/8/2014 20:06,20:06,8/8/2014 
26064,267,MH43AD7023,2018000251,2018000234,181400009,12/7/2018 12:26,12:26,12/7/2018 
26133,273,KA02AE9560,2017000159,2017000681,181400006,10/23/2017 12:19,12:19,10/23/2017 
26145,337,KA-05HY-3168,2015000118,2015001306,176800097,8/18/2015 12:02,12:02,8/18/2015 
26256,214,TN23N2229,2018000001,2018000011,22800067,1/26/2018 8:49, 8:49,1/26/2018
26408,272,MH12LT9055,2018000127,2018000061,26400005,9/29/2018 12:48,12:48,9/29/2018 
26419,273,KA-52-Q-9630,2018000089,2018002487,27200009,12/18/2018 14:08,14:08,12/18/2018 
26430,275,KA01MF3696,2018000320,2019000029,134300025,3/1/2019 10:52,10:52,3/1/2019 
26440,275,KA02JR3739,2017000355,2018000048,134300010,2/18/2018 18:34,18:34,2/18/2018 
26453,305,KA22EF4150,2018000089,2018000645,29800039,12/2/2018 11:38,11:38,12/2/2018 
26466,241,KA02ML6428,2018000203,2018000004,23600015,10/6/2018 11:52,11:52,10/6/2018 
26494,314,KA22EW2827,2018000475,2019000077,28900355,3/17/2019 18:36,18:36,3/17/2019 
26497,314,KA22N4897,2017000010,2017000469,147900013,2/12/2017 11:15,11:15,2/12/2017 
26504,314,KA22P8196,2014000265,2015000002,31400045,1/4/2015 13:17,13:17,1/4/2015 
26687,275,KA02EH3734,2018000315,2019000073,177700036,5/6/2019 10:27,10:27,5/6/2019 
26699,319,KA-49S-8529,2017000120,2018000088,146800069,5/4/2018 12:11,12:11,5/4/2018 
26701,319,KA-49TA-0237,2017000120,2017001318,146600022,6/1/2017 11:36,11:36,6/1/2017 
26705,319,KA236757,2015000154,2015000169,32400039,6/18/2015 12:56,12:56,6/18/2015 
26707,319,KA246191,2019000014,2019000022,124000014,2/12/2019 19:24,19:24,2/12/2019 
26731,273,KA51EC3739,2018000107,2019000967,26300034,6/17/2019 14:01,14:01,6/17/2019 
26775,275,KA06EV9150,2018000192,2018000224,180800099,8/17/2018 17:42,17:42,8/17/2018 
26793,319,KA23EJ3216,2018000195,2018000203,145700009,8/5/2018 18:06,18:06,8/5/2018 
26803,319,KA49E5985,2014000085,2014000126,145700005,6/25/2014 18:07,18:07,6/25/2014 
26808,319,KA49V3010,2018000146,2018000147,148500047,7/20/2018 10:23,10:23,7/20/2018 
26876,232,KA14A2381,2017000010,2017000073,46000013,5/5/2017 23:45,23:45,5/5/2017 
26936,314,KA22T5199,2014000182,2014000225,30600127,10/26/2014 12:41,12:41,10/26/2014 
26988,314,KA63TD3753,2018000441,2019000317,146300041,8/19/2019 11:49,11:49,8/19/2019 
27010,267,KA40W6431,2018000094,2018000151,26400010,8/7/2018 18:35,18:35,8/7/2018 
27181,319,KA25EJ0510,2018000193,2018000207,32400013,8/10/2018 8:09, 8:09,8/10/2018
27240,305,KA22F1874,2017000084,2017005017,30300056,10/9/2017 20:39,20:39,10/9/2017 
27321,323,AP21X4988,2018000203,2018000106,34600033,6/2/2018 19:56,19:56,6/2/2018 
27322,323,KA22B4839,2018000312,2019000008,188800121,1/7/2019 12:12,12:12,1/7/2019 
27381,315,GA03K6014,2016000077,2016000031,95800283,4/29/2016 14:08,14:08,4/29/2016 
27390,275,TN23cy2336,2018000165,2018000238,28500020,8/21/2018 15:13,15:13,8/21/2018 
27441,323,AP28TA4955,2016000078,2017000888,146300013,5/25/2017 0:30, 0:30,5/25/2017
27459,314,KA22MA0061,2018000372,2019000015,145600015,1/6/2019 11:00,11:00,1/6/2019 
27464,314,KA22TC06,2014000076,2014000048,31000022,7/18/2014 11:21,11:21,7/18/2014 
27471,314,KA22Z4795,2018000371,2018000751,146000024,9/26/2018 10:19,10:19,9/26/2018 
27476,314,KA22Z6030,2014000011,2014000090,145500021,7/27/2014 12:34,12:34,7/27/2014 
27559,276,KA06EW4221,2018000222,2019000018,27600040,1/20/2019 17:27,17:27,1/20/2019 
27740,254,KA51N3377,2016000088,2017000170,26700031,5/1/2017 18:17,18:17,5/1/2017 
27778,315,KA-22EW-9407,2018000020,2018000076,30500046,5/29/2018 13:54,13:54,5/29/2018 
27889,319,KA24M3273,2014000075,2014000105,31900009,6/24/2014 12:55,12:55,6/24/2014 
27927,319,KA493239,2014000143,2014000131,31900018,6/28/2014 19:37,19:37,6/28/2014 
27954,273,KA50U8436,2018000124,2018000443,133000011,10/10/2018 13:36,13:36,10/10/2018 
27976,275,KA03AD1610,2018000271,2018000336,135000093,12/25/2018 11:19,11:19,12/25/2018 
28082,273,KA04HL1236,2017000090,2018000282,26200028,7/18/2018 11:28,11:28,7/18/2018 
28161,319,KA49V8994,2018000210,2018000235,148500007,8/12/2018 7:36, 7:36,8/12/2018
28205,117,KA16W0738,2018000152,2018000117,11900015,7/8/2018 18:34,18:34,7/8/2018 
28222,117,KA17EF0821,2017000063,2017000490,10300044,9/26/2017 13:49,13:49,9/26/2017 
28224,117,KA17EG4930,2018000186,2018000183,11600014,10/21/2018 11:11,11:11,10/21/2018 
28233,117,KA17EP7938,2017000063,2017000484,11600025,9/24/2017 11:59,11:59,9/24/2017 
28274,276,KA505118,2017000358,2017003658,134100013,9/27/2017 17:10,17:10,9/27/2017 
28276,276,KA51A3512,2018000255,2019000206,181100040,5/25/2019 16:48,16:48,5/25/2019 
28335,116,KA17EG4939,2018000127,2018000092,9400074,7/17/2018 17:08,17:08,7/17/2018 
28336,116,KA17EU1157,2017000055,2017000691,11100017,7/30/2017 19:20,19:20,7/30/2017 
28407,319,KA27L4114,2018000288,2019000041,147200012,2/14/2019 18:04,18:04,2/14/2019 
28496,315,Ga03J5925,2015000046,2015000281,48600207,5/17/2015 18:49,18:49,5/17/2015 
28508,116,KA17EF2081,2017000191,2018000052,11200017,3/13/2018 19:38,19:38,3/13/2018 
28523,116,KA27B8548,2017000141,2017000745,11500047,9/12/2017 18:54,18:54,9/12/2017 
28571,117,KA14EG3681,2018000083,2018000095,152600061,6/3/2018 17:43,17:43,6/3/2018 
28573,117,KA17A8235,2017000039,2017000002,152100022,4/29/2017 20:58,20:58,4/29/2017 
28585,117,KA17HA7046,2018000240,2019000022,11500015,2/17/2019 13:56,13:56,2/17/2019 
28614,343,KA34TA5924,2018000032,2018001045,35200008,7/5/2018 17:25,17:25,7/5/2018 
28618,323,KA22Z1547,2014000004,2014000032,32300041,7/30/2014 20:41,20:41,7/30/2014 
28740,319,KA-49V-1920,2018000218,2018000239,147800060,8/12/2018 7:48, 7:48,8/12/2018
28745,319,KA42F1446,2018000150,2018000165,23600864,7/20/2018 16:43,16:43,7/20/2018 
28758,323,KA24S9512,2016000007,2016000020,37600009,3/14/2016 19:04,19:04,3/14/2016 
28784,116,KA17EB0660,2017000144,2017000749,11000007,10/10/2017 10:56,10:56,10/10/2017 
28878,158,KA27M3811,2017000055,2017000132,15900057,4/16/2017 17:35,17:35,4/16/2017 
28946,315,ka19aa2527,2014000111,2017000225,145600001,3/6/2017 14:23,14:23,3/6/2017 
28948,315,KA19C0460,2019000004,2019000136,60500126,7/27/2019 12:12,12:12,7/27/2019 
28949,315,KA22EB6537,2018000196,2018000251,32400021,10/14/2018 18:40,18:40,10/14/2018 
28957,315,KA22ES5575,2017000324,2018000089,146400008,6/18/2018 14:29,14:29,6/18/2018 
29044,343,KA34Y1871,2014000302,2017001704,162800019,5/18/2017 18:00,18:00,5/18/2017 
29046,343,KA35-8341,2014000034,2014000153,188600030,10/18/2014 18:31,18:31,10/18/2014 
29113,155,KA28N8378,2017000238,2018000002,15500019,1/1/2018 17:50,17:50,1/1/2018 
29156,179,KA26A710,2014000044,2014000302,17200039,3/26/2014 12:09,12:09,3/26/2014 
29177,344,KA01B9801,2014000061,2014000047,178000053,5/13/2014 13:13,13:13,5/13/2014 
29180,344,KA07N1644,2014000095,2015000082,101500031,3/8/2015 20:34,20:34,3/8/2015 
29182,344,KA34EE4179,2018000093,2018000030,37700061,7/18/2018 12:10,12:10,7/18/2018 
29186,344,KA34U9423,2015000001,2017000164,33500037,6/9/2017 13:46,13:46,6/9/2017 
29230,280,KA42J3808,2014000146,2017000061,180800095,3/26/2017 20:05,20:05,3/26/2017 
29322,343,KA35-716,2019000017,2019000187,34400003,5/18/2019 9:26, 9:26,5/18/2019
29427,343,TN52H6489,2015000092,2016000023,107701717,3/18/2016 19:24,19:24,3/18/2016 
29470,286,KA04MJ8275,2018000041,2018000032,133900015,5/25/2018 19:22,19:22,5/25/2018 
29674,305,KA01MF9561,2018000059,2018000484,28900454,10/2/2018 13:29,13:29,10/2/2018 
29678,305,KA223023,2017000087,2017005050,30500008,10/14/2017 21:07,21:07,10/14/2017 
29686,305,KA22B7804,2018000110,2018000619,28900409,11/28/2018 14:06,14:06,11/28/2018 
29739,264,KA41Z6777,2018000013,2018000133,26300003,7/9/2018 11:59,11:59,7/9/2018 
29822,262,KA05A7075,2015000124,2015000006,80700056,10/12/2015 17:49,17:49,10/12/2015 
29885,343,KA35TR6860,2014000266,2014000102,180900054,10/17/2014 8:38, 8:38,10/17/2014
29886,343,KA36J5943,2018000217,2018001713,12000008,12/10/2018 7:40, 7:40,12/10/2018
29933,343,KA35-NT4320,2017000178,2017002029,181500021,10/3/2017 14:50,14:50,10/3/2017 
29941,344,KA34K3001,2017000154,2017000281,35700011,10/6/2017 20:00,20:00,10/6/2017 
30003,158,KA246558,2016000060,2017000068,13800001,3/25/2017 17:20,17:20,3/25/2017 
30010,158,KA29A1444,2017000064,2017000159,15800001,5/18/2017 19:14,19:14,5/18/2017 
30064,117,KA17HB2180,2019000008,2019000073,10700025,6/12/2019 11:16,11:16,6/12/2019 
30107,223,KA07A0326,2018000026,2018000004,180800068,5/14/2018 13:43,13:43,5/14/2018 
30115,224,KA05D3142,2018000087,2018001312,22900029,6/26/2018 14:19,14:19,6/26/2018 
30117,224,KA05HA8292,2018000088,2018001278,181400034,6/11/2018 20:57,20:57,6/11/2018 
30137,228,KA51N1380,2018000268,2018002727,22300037,11/28/2018 15:46,15:46,11/28/2018 
30140,229,KA07A5405,2019000001,2019000944,22700010,2/24/2019 16:52,16:52,2/24/2019 
30180,343,KA34TA2543,2017000181,2018001008,33800010,6/13/2018 13:38,13:38,6/13/2018 
30234,305,GA03R1957,2018000097,2018000573,30500042,11/20/2018 19:20,19:20,11/20/2018 
30265,158,KA-27-Q-4821,2014000024,2014000190,13600040,7/1/2014 18:24,18:24,7/1/2014 
30529,267,KA436383,2018000178,2018000159,133400011,8/21/2018 13:37,13:37,8/21/2018 
30614,344,KA34A6561,2014000126,2015000007,188300015,2/28/2015 9:52, 9:52,2/28/2015
30672,344,KA-34EC6137,2017000065,2017000252,33000075,8/16/2017 17:15,17:15,8/16/2017 
30715,355,KA35B8612,2019000005,2019000051,150800022,2/3/2019 12:20,12:20,2/3/2019 
30716,355,KA35EE7005,2017000032,2017003091,150200020,10/29/2017 19:24,19:24,10/29/2017 
30717,355,KA35EG5281,2018000054,2018000295,35100022,9/25/2018 17:11,17:11,9/25/2018 
30834,158,GA05E1333,2017000037,2017000008,14000026,3/23/2017 15:54,15:54,3/23/2017 
30866,355,KA35B8635,2017000022,2017002899,33000152,7/30/2017 17:49,17:49,7/30/2017 
30868,355,KA35N9237,2019000004,2019000047,35100002,2/2/2019 12:21,12:21,2/2/2019 
30869,355,KA35V8397,2018000021,2018000118,150600020,5/4/2018 19:22,19:22,5/4/2018 
30870,355,KA35W6877,2018000055,2018000299,35300002,9/27/2018 19:29,19:29,9/27/2018 
30871,355,KA37EA9728,2017000047,2017003144,116200005,12/27/2017 11:58,11:58,12/27/2017 
